TreeType,Scenario,PrebuildElements,FinalElements,InsertElements,InsertTime(ns),AvgPerBlock(ns),InsertTimeBuckets,MemAllocMB,TotalAllocMB,HeapObjects,CreatedHeapObjects,FreedHeapObjects,NetLiveHeapObjectChange,InclusionProofTotal(ns),InclusionProofGen(ns),InclusionProofSize(bytes),InclusionProofVerify(ns),ExclusionProofTotal(ns),ExclusionProofGen(ns),ExclusionProofSize(bytes),ExclusionProofVerify(ns),DeleteElements,DeleteTime(ns),AvgDeletePerBlock(ns),DeleteMemAllocMB,DeleteTotalAllocMB,DeleteHeapObjects,DeletesCreatedHeapObjects,DeletesFreedHeapObjects,DeletesNetLiveHeapObjectChange
smt,exclusion_proof_only_after_900k_build_sample_5pct,900000,900000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,223951574,4976,839,12589,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_1m_build_sample_5pct,1000000,1000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,226083180,4521,845,12169,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_2m_build_sample_3pct,2000000,2000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,412504041,6875,883,13132,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_5m_build_sample_3pct,5000000,5000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1131551521,7543,933,14736,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10m_build_sample_2pct,10000000,10000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,1670811623,8354,971,15098,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_25m_build_sample_2pct,25000000,25000000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,4693251167,9386,1022,17019,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_10k_build_sample_5pct,10000,10000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,967159,1934,593,6883,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_50k_build_sample_5pct,50000,50000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,7461435,2984,681,7918,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_100k_build_sample_5pct,100000,100000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,15808093,3161,718,8665,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_200k_build_sample_5pct,200000,200000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,46730674,4673,757,10684,0,0,0,0.00,0.00,0,0,0,0
smt,exclusion_proof_only_after_300k_build_sample_5pct,300000,300000,0,0,0,"",0.00,0.00,0,0,0,0,0,0,0,0,71788113,4785,779,11313,0,0,0,0.00,0.00,0,0,0,0
